era,year,date,time,location,country,raceId,round,circuitRef,grand_prix_title,grand_prix_name,driverId,constructorId,position
2008,2008,2008-04-27,12:00:00,Montmeló,Spain,21,4,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,9,2,4
2008,2008,2008-04-27,12:00:00,Montmeló,Spain,21,4,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,17,9,5
2008,2008,2008-05-11,12:00:00,Istanbul,Turkey,22,5,istanbul,Turkish Grand Prix,Istanbul Park,13,6,1
2008,2008,2008-05-11,12:00:00,Istanbul,Turkey,22,5,istanbul,Turkish Grand Prix,Istanbul Park,1,1,2
2008,2008,2008-05-11,12:00:00,Istanbul,Turkey,22,5,istanbul,Turkish Grand Prix,Istanbul Park,8,6,3
2008,2008,2008-05-11,12:00:00,Istanbul,Turkey,22,5,istanbul,Turkish Grand Prix,Istanbul Park,9,2,4
2008,2008,2008-05-11,12:00:00,Istanbul,Turkey,22,5,istanbul,Turkish Grand Prix,Istanbul Park,2,2,5
2008,2008,2008-05-25,12:00:00,Monte-Carlo,Monaco,23,6,monaco,Monaco Grand Prix,Circuit de Monaco,1,1,1
2008,2008,2008-05-25,12:00:00,Monte-Carlo,Monaco,23,6,monaco,Monaco Grand Prix,Circuit de Monaco,9,2,2
2008,2008,2008-05-25,12:00:00,Monte-Carlo,Monaco,23,6,monaco,Monaco Grand Prix,Circuit de Monaco,13,6,3
2008,2008,2008-05-25,12:00:00,Monte-Carlo,Monaco,23,6,monaco,Monaco Grand Prix,Circuit de Monaco,17,9,4
2008,2008,2008-05-25,12:00:00,Monte-Carlo,Monaco,23,6,monaco,Monaco Grand Prix,Circuit de Monaco,20,5,5
2008,2008,2008-06-08,17:00:00,Montreal,Canada,24,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,9,2,1
2008,2008,2008-06-08,17:00:00,Montreal,Canada,24,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,2,2,2
2008,2008,2008-06-08,17:00:00,Montreal,Canada,24,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,14,9,3
2008,2008,2008-06-08,17:00:00,Montreal,Canada,24,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,10,7,4
2008,2008,2008-06-08,17:00:00,Montreal,Canada,24,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,13,6,5
2008,2008,2008-06-22,12:00:00,Magny Cours,France,25,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,13,6,1
2008,2008,2008-06-22,12:00:00,Magny Cours,France,25,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,8,6,2
2008,2008,2008-06-22,12:00:00,Magny Cours,France,25,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,15,7,3
2008,2008,2008-06-22,12:00:00,Magny Cours,France,25,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,5,1,4
2008,2008,2008-06-22,12:00:00,Magny Cours,France,25,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,9,2,5
2008,2008,2008-07-06,12:00:00,Silverstone,UK,26,9,silverstone,British Grand Prix,Silverstone Circuit,1,1,1
2008,2008,2008-07-06,12:00:00,Silverstone,UK,26,9,silverstone,British Grand Prix,Silverstone Circuit,2,2,2
2008,2008,2008-07-06,12:00:00,Silverstone,UK,26,9,silverstone,British Grand Prix,Silverstone Circuit,22,11,3
2008,2008,2008-07-06,12:00:00,Silverstone,UK,26,9,silverstone,British Grand Prix,Silverstone Circuit,8,6,4
2008,2008,2008-07-06,12:00:00,Silverstone,UK,26,9,silverstone,British Grand Prix,Silverstone Circuit,5,1,5
2008,2008,2008-07-20,12:00:00,Hockenheim,Germany,27,10,hockenheimring,German Grand Prix,Hockenheimring,1,1,1
2008,2008,2008-07-20,12:00:00,Hockenheim,Germany,27,10,hockenheimring,German Grand Prix,Hockenheimring,12,4,2
2008,2008,2008-07-20,12:00:00,Hockenheim,Germany,27,10,hockenheimring,German Grand Prix,Hockenheimring,13,6,3
2008,2008,2008-07-20,12:00:00,Hockenheim,Germany,27,10,hockenheimring,German Grand Prix,Hockenheimring,2,2,4
2008,2008,2008-07-20,12:00:00,Hockenheim,Germany,27,10,hockenheimring,German Grand Prix,Hockenheimring,5,1,5
2008,2008,2008-08-03,12:00:00,Budapest,Hungary,28,11,hungaroring,Hungarian Grand Prix,Hungaroring,5,1,1
2008,2008,2008-08-03,12:00:00,Budapest,Hungary,28,11,hungaroring,Hungarian Grand Prix,Hungaroring,10,7,2
2008,2008,2008-08-03,12:00:00,Budapest,Hungary,28,11,hungaroring,Hungarian Grand Prix,Hungaroring,8,6,3
2008,2008,2008-08-03,12:00:00,Budapest,Hungary,28,11,hungaroring,Hungarian Grand Prix,Hungaroring,4,4,4
2008,2008,2008-08-03,12:00:00,Budapest,Hungary,28,11,hungaroring,Hungarian Grand Prix,Hungaroring,1,1,5
2008,2008,2008-08-24,12:00:00,Valencia,Spain,29,12,valencia,European Grand Prix,Valencia Street Circuit,13,6,1
2008,2008,2008-08-24,12:00:00,Valencia,Spain,29,12,valencia,European Grand Prix,Valencia Street Circuit,1,1,2
2008,2008,2008-08-24,12:00:00,Valencia,Spain,29,12,valencia,European Grand Prix,Valencia Street Circuit,9,2,3
2008,2008,2008-08-24,12:00:00,Valencia,Spain,29,12,valencia,European Grand Prix,Valencia Street Circuit,5,1,4
2008,2008,2008-08-24,12:00:00,Valencia,Spain,29,12,valencia,European Grand Prix,Valencia Street Circuit,15,7,5
2008,2008,2008-09-07,12:00:00,Spa,Belgium,30,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,13,6,1
2008,2008,2008-09-07,12:00:00,Spa,Belgium,30,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,2,2
2008,2008,2008-09-07,12:00:00,Spa,Belgium,30,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,1,3
2008,2008,2008-09-07,12:00:00,Spa,Belgium,30,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,4,4,4
2008,2008,2008-09-07,12:00:00,Spa,Belgium,30,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,20,5,5
2008,2008,2008-09-14,12:00:00,Monza,Italy,31,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,20,5,1
2008,2008,2008-09-14,12:00:00,Monza,Italy,31,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,5,1,2
2008,2008,2008-09-14,12:00:00,Monza,Italy,31,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,9,2,3
2008,2008,2008-09-14,12:00:00,Monza,Italy,31,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,4,4,4
2008,2008,2008-09-14,12:00:00,Monza,Italy,31,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,2,2,5
2008,2008,2008-09-28,12:00:00,Marina Bay,Singapore,32,15,marina_bay,Singapore Grand Prix,Marina Bay Street Circuit,4,4,1
2008,2008,2008-09-28,12:00:00,Marina Bay,Singapore,32,15,marina_bay,Singapore Grand Prix,Marina Bay Street Circuit,3,3,2
2008,2008,2008-09-28,12:00:00,Marina Bay,Singapore,32,15,marina_bay,Singapore Grand Prix,Marina Bay Street Circuit,1,1,3
2008,2008,2008-09-28,12:00:00,Marina Bay,Singapore,32,15,marina_bay,Singapore Grand Prix,Marina Bay Street Circuit,10,7,4
2008,2008,2008-09-28,12:00:00,Marina Bay,Singapore,32,15,marina_bay,Singapore Grand Prix,Marina Bay Street Circuit,20,5,5
2008,2008,2008-10-12,04:30:00,Oyama,Japan,33,16,fuji,Japanese Grand Prix,Fuji Speedway,4,4,1
2008,2008,2008-10-12,04:30:00,Oyama,Japan,33,16,fuji,Japanese Grand Prix,Fuji Speedway,9,2,2
2008,2008,2008-10-12,04:30:00,Oyama,Japan,33,16,fuji,Japanese Grand Prix,Fuji Speedway,8,6,3
2008,2008,2008-10-12,04:30:00,Oyama,Japan,33,16,fuji,Japanese Grand Prix,Fuji Speedway,12,4,4
2008,2008,2008-10-12,04:30:00,Oyama,Japan,33,16,fuji,Japanese Grand Prix,Fuji Speedway,15,7,5
2008,2008,2008-10-19,07:00:00,Shanghai,China,34,17,shanghai,Chinese Grand Prix,Shanghai International Circuit,1,1,1
2008,2008,2008-10-19,07:00:00,Shanghai,China,34,17,shanghai,Chinese Grand Prix,Shanghai International Circuit,13,6,2
2008,2008,2008-10-19,07:00:00,Shanghai,China,34,17,shanghai,Chinese Grand Prix,Shanghai International Circuit,8,6,3
2008,2008,2008-10-19,07:00:00,Shanghai,China,34,17,shanghai,Chinese Grand Prix,Shanghai International Circuit,4,4,4
2008,2008,2008-10-19,07:00:00,Shanghai,China,34,17,shanghai,Chinese Grand Prix,Shanghai International Circuit,2,2,5
2008,2008,2008-11-02,17:00:00,São Paulo,Brazil,35,18,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,13,6,1
2008,2008,2008-11-02,17:00:00,São Paulo,Brazil,35,18,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,4,4,2
2008,2008,2008-11-02,17:00:00,São Paulo,Brazil,35,18,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,8,6,3
2008,2008,2008-11-02,17:00:00,São Paulo,Brazil,35,18,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,20,5,4
2008,2008,2008-11-02,17:00:00,São Paulo,Brazil,35,18,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,1,1,5
2004,2007,2007-03-18,03:00:00,Melbourne,Australia,36,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,8,6,1
2004,2007,2007-03-18,03:00:00,Melbourne,Australia,36,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,4,1,2
2004,2007,2007-03-18,03:00:00,Melbourne,Australia,36,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,1,1,3
2004,2007,2007-03-18,03:00:00,Melbourne,Australia,36,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,2,2,4
2004,2007,2007-03-18,03:00:00,Melbourne,Australia,36,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,21,4,5
2004,2007,2007-04-08,07:00:00,Kuala Lumpur,Malaysia,37,2,sepang,Malaysian Grand Prix,Sepang International Circuit,4,1,1
2004,2007,2007-04-08,07:00:00,Kuala Lumpur,Malaysia,37,2,sepang,Malaysian Grand Prix,Sepang International Circuit,1,1,2
2004,2007,2007-04-08,07:00:00,Kuala Lumpur,Malaysia,37,2,sepang,Malaysian Grand Prix,Sepang International Circuit,8,6,3
2004,2007,2007-04-08,07:00:00,Kuala Lumpur,Malaysia,37,2,sepang,Malaysian Grand Prix,Sepang International Circuit,2,2,4
2004,2007,2007-04-08,07:00:00,Kuala Lumpur,Malaysia,37,2,sepang,Malaysian Grand Prix,Sepang International Circuit,13,6,5
2004,2007,2007-04-15,11:30:00,Sakhir,Bahrain,38,3,bahrain,Bahrain Grand Prix,Bahrain International Circuit,13,6,1
2004,2007,2007-04-15,11:30:00,Sakhir,Bahrain,38,3,bahrain,Bahrain Grand Prix,Bahrain International Circuit,1,1,2
2004,2007,2007-04-15,11:30:00,Sakhir,Bahrain,38,3,bahrain,Bahrain Grand Prix,Bahrain International Circuit,8,6,3
2004,2007,2007-04-15,11:30:00,Sakhir,Bahrain,38,3,bahrain,Bahrain Grand Prix,Bahrain International Circuit,2,2,4
2004,2007,2007-04-15,11:30:00,Sakhir,Bahrain,38,3,bahrain,Bahrain Grand Prix,Bahrain International Circuit,4,1,5
2004,2007,2007-05-13,12:00:00,Montmeló,Spain,39,4,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,13,6,1
2004,2007,2007-05-13,12:00:00,Montmeló,Spain,39,4,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,1,2
2004,2007,2007-05-13,12:00:00,Montmeló,Spain,39,4,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,4,1,3
2004,2007,2007-05-13,12:00:00,Montmeló,Spain,39,4,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,9,2,4
2004,2007,2007-05-13,12:00:00,Montmeló,Spain,39,4,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14,9,5
2004,2007,2007-05-27,12:00:00,Monte-Carlo,Monaco,40,5,monaco,Monaco Grand Prix,Circuit de Monaco,4,1,1
2004,2007,2007-05-27,12:00:00,Monte-Carlo,Monaco,40,5,monaco,Monaco Grand Prix,Circuit de Monaco,1,1,2
2004,2007,2007-05-27,12:00:00,Monte-Carlo,Monaco,40,5,monaco,Monaco Grand Prix,Circuit de Monaco,13,6,3
2004,2007,2007-05-27,12:00:00,Monte-Carlo,Monaco,40,5,monaco,Monaco Grand Prix,Circuit de Monaco,21,4,4
2004,2007,2007-05-27,12:00:00,Monte-Carlo,Monaco,40,5,monaco,Monaco Grand Prix,Circuit de Monaco,9,2,5
2004,2007,2007-06-10,17:00:00,Montreal,Canada,41,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,1,1,1
2004,2007,2007-06-10,17:00:00,Montreal,Canada,41,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,2,2,2
2004,2007,2007-06-10,17:00:00,Montreal,Canada,41,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,25,3,3
2004,2007,2007-06-10,17:00:00,Montreal,Canada,41,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,5,4,4
2004,2007,2007-06-10,17:00:00,Montreal,Canada,41,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,8,6,5
2004,2007,2007-06-17,17:00:00,Indianapolis,USA,42,7,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,1,1,1
2004,2007,2007-06-17,17:00:00,Indianapolis,USA,42,7,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,4,1,2
2004,2007,2007-06-17,17:00:00,Indianapolis,USA,42,7,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,13,6,3
2004,2007,2007-06-17,17:00:00,Indianapolis,USA,42,7,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,8,6,4
2004,2007,2007-06-17,17:00:00,Indianapolis,USA,42,7,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,5,4,5
2004,2007,2007-07-01,12:00:00,Magny Cours,France,43,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,8,6,1
2004,2007,2007-07-01,12:00:00,Magny Cours,France,43,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,13,6,2
2004,2007,2007-07-01,12:00:00,Magny Cours,France,43,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,1,1,3
2004,2007,2007-07-01,12:00:00,Magny Cours,France,43,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,9,2,4
2004,2007,2007-07-01,12:00:00,Magny Cours,France,43,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,2,2,5
2004,2007,2007-07-08,12:00:00,Silverstone,UK,44,9,silverstone,British Grand Prix,Silverstone Circuit,8,6,1
2004,2007,2007-07-08,12:00:00,Silverstone,UK,44,9,silverstone,British Grand Prix,Silverstone Circuit,4,1,2
2004,2007,2007-07-08,12:00:00,Silverstone,UK,44,9,silverstone,British Grand Prix,Silverstone Circuit,1,1,3
2004,2007,2007-07-08,12:00:00,Silverstone,UK,44,9,silverstone,British Grand Prix,Silverstone Circuit,9,2,4
2004,2007,2007-07-08,12:00:00,Silverstone,UK,44,9,silverstone,British Grand Prix,Silverstone Circuit,13,6,5
2004,2007,2007-07-22,12:00:00,Nürburg,Germany,45,10,nurburgring,European Grand Prix,Nürburgring,4,1,1
2004,2007,2007-07-22,12:00:00,Nürburg,Germany,45,10,nurburgring,European Grand Prix,Nürburgring,13,6,2
2004,2007,2007-07-22,12:00:00,Nürburg,Germany,45,10,nurburgring,European Grand Prix,Nürburgring,17,9,3
2004,2007,2007-07-22,12:00:00,Nürburg,Germany,45,10,nurburgring,European Grand Prix,Nürburgring,25,3,4
2004,2007,2007-07-22,12:00:00,Nürburg,Germany,45,10,nurburgring,European Grand Prix,Nürburgring,14,9,5
2004,2007,2007-08-05,12:00:00,Budapest,Hungary,46,11,hungaroring,Hungarian Grand Prix,Hungaroring,1,1,1
2004,2007,2007-08-05,12:00:00,Budapest,Hungary,46,11,hungaroring,Hungarian Grand Prix,Hungaroring,8,6,2
2004,2007,2007-08-05,12:00:00,Budapest,Hungary,46,11,hungaroring,Hungarian Grand Prix,Hungaroring,2,2,3
2004,2007,2007-08-05,12:00:00,Budapest,Hungary,46,11,hungaroring,Hungarian Grand Prix,Hungaroring,4,1,4
2004,2007,2007-08-05,12:00:00,Budapest,Hungary,46,11,hungaroring,Hungarian Grand Prix,Hungaroring,9,2,5
2004,2007,2007-08-26,12:00:00,Istanbul,Turkey,47,12,istanbul,Turkish Grand Prix,Istanbul Park,13,6,1
2004,2007,2007-08-26,12:00:00,Istanbul,Turkey,47,12,istanbul,Turkish Grand Prix,Istanbul Park,8,6,2
2004,2007,2007-08-26,12:00:00,Istanbul,Turkey,47,12,istanbul,Turkish Grand Prix,Istanbul Park,4,1,3
2004,2007,2007-08-26,12:00:00,Istanbul,Turkey,47,12,istanbul,Turkish Grand Prix,Istanbul Park,2,2,4
2004,2007,2007-08-26,12:00:00,Istanbul,Turkey,47,12,istanbul,Turkish Grand Prix,Istanbul Park,1,1,5
2004,2007,2007-09-09,12:00:00,Monza,Italy,48,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,4,1,1
2004,2007,2007-09-09,12:00:00,Monza,Italy,48,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,1,1,2
2004,2007,2007-09-09,12:00:00,Monza,Italy,48,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,8,6,3
2004,2007,2007-09-09,12:00:00,Monza,Italy,48,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,2,2,4
2004,2007,2007-09-09,12:00:00,Monza,Italy,48,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,9,2,5
2004,2007,2007-09-16,12:00:00,Spa,Belgium,49,14,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,8,6,1
2004,2007,2007-09-16,12:00:00,Spa,Belgium,49,14,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,13,6,2
2004,2007,2007-09-16,12:00:00,Spa,Belgium,49,14,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,4,1,3
2004,2007,2007-09-16,12:00:00,Spa,Belgium,49,14,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,1,4
2004,2007,2007-09-16,12:00:00,Spa,Belgium,49,14,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,2,5
2004,2007,2007-09-30,04:30:00,Oyama,Japan,50,15,fuji,Japanese Grand Prix,Fuji Speedway,1,1,1
2004,2007,2007-09-30,04:30:00,Oyama,Japan,50,15,fuji,Japanese Grand Prix,Fuji Speedway,5,4,2
2004,2007,2007-09-30,04:30:00,Oyama,Japan,50,15,fuji,Japanese Grand Prix,Fuji Speedway,8,6,3
2004,2007,2007-09-30,04:30:00,Oyama,Japan,50,15,fuji,Japanese Grand Prix,Fuji Speedway,14,9,4
2004,2007,2007-09-30,04:30:00,Oyama,Japan,50,15,fuji,Japanese Grand Prix,Fuji Speedway,21,4,5
2004,2007,2007-10-07,06:00:00,Shanghai,China,51,16,shanghai,Chinese Grand Prix,Shanghai International Circuit,8,6,1
2004,2007,2007-10-07,06:00:00,Shanghai,China,51,16,shanghai,Chinese Grand Prix,Shanghai International Circuit,4,1,2
2004,2007,2007-10-07,06:00:00,Shanghai,China,51,16,shanghai,Chinese Grand Prix,Shanghai International Circuit,13,6,3
2004,2007,2007-10-07,06:00:00,Shanghai,China,51,16,shanghai,Chinese Grand Prix,Shanghai International Circuit,20,5,4
2004,2007,2007-10-07,06:00:00,Shanghai,China,51,16,shanghai,Chinese Grand Prix,Shanghai International Circuit,18,11,5
2004,2007,2007-10-21,16:00:00,São Paulo,Brazil,52,17,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,8,6,1
2004,2007,2007-10-21,16:00:00,São Paulo,Brazil,52,17,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,13,6,2
2004,2007,2007-10-21,16:00:00,São Paulo,Brazil,52,17,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,4,1,3
2004,2007,2007-10-21,16:00:00,São Paulo,Brazil,52,17,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,3,3,4
2004,2007,2007-10-21,16:00:00,São Paulo,Brazil,52,17,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,9,2,5
2004,2006,2006-03-12,14:30:00,Sakhir,Bahrain,53,1,bahrain,Bahrain Grand Prix,Bahrain International Circuit,4,4,1
2004,2006,2006-03-12,14:30:00,Sakhir,Bahrain,53,1,bahrain,Bahrain Grand Prix,Bahrain International Circuit,30,6,2
2004,2006,2006-03-12,14:30:00,Sakhir,Bahrain,53,1,bahrain,Bahrain Grand Prix,Bahrain International Circuit,8,1,3
2004,2006,2006-03-12,14:30:00,Sakhir,Bahrain,53,1,bahrain,Bahrain Grand Prix,Bahrain International Circuit,18,11,4
2004,2006,2006-03-12,14:30:00,Sakhir,Bahrain,53,1,bahrain,Bahrain Grand Prix,Bahrain International Circuit,31,1,5
2004,2006,2006-03-19,15:00:00,Kuala Lumpur,Malaysia,54,2,sepang,Malaysian Grand Prix,Sepang International Circuit,21,4,1
2004,2006,2006-03-19,15:00:00,Kuala Lumpur,Malaysia,54,2,sepang,Malaysian Grand Prix,Sepang International Circuit,4,4,2
2004,2006,2006-03-19,15:00:00,Kuala Lumpur,Malaysia,54,2,sepang,Malaysian Grand Prix,Sepang International Circuit,18,11,3
2004,2006,2006-03-19,15:00:00,Kuala Lumpur,Malaysia,54,2,sepang,Malaysian Grand Prix,Sepang International Circuit,31,1,4
2004,2006,2006-03-19,15:00:00,Kuala Lumpur,Malaysia,54,2,sepang,Malaysian Grand Prix,Sepang International Circuit,13,6,5
2004,2006,2006-04-02,14:00:00,Melbourne,Australia,55,3,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,4,4,1
2004,2006,2006-04-02,14:00:00,Melbourne,Australia,55,3,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,8,1,2
2004,2006,2006-04-02,14:00:00,Melbourne,Australia,55,3,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,23,7,3
2004,2006,2006-04-02,14:00:00,Melbourne,Australia,55,3,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,2,2,4
2004,2006,2006-04-02,14:00:00,Melbourne,Australia,55,3,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,21,4,5
2004,2006,2006-04-23,14:00:00,Imola,Italy,56,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,30,6,1
2004,2006,2006-04-23,14:00:00,Imola,Italy,56,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,4,4,2
2004,2006,2006-04-23,14:00:00,Imola,Italy,56,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,31,1,3
2004,2006,2006-04-23,14:00:00,Imola,Italy,56,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,13,6,4
2004,2006,2006-04-23,14:00:00,Imola,Italy,56,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,8,1,5
2004,2006,2006-05-07,14:00:00,Nürburg,Germany,57,5,nurburgring,European Grand Prix,Nürburgring,30,6,1
2004,2006,2006-05-07,14:00:00,Nürburg,Germany,57,5,nurburgring,European Grand Prix,Nürburgring,4,4,2
2004,2006,2006-05-07,14:00:00,Nürburg,Germany,57,5,nurburgring,European Grand Prix,Nürburgring,13,6,3
2004,2006,2006-05-07,14:00:00,Nürburg,Germany,57,5,nurburgring,European Grand Prix,Nürburgring,8,1,4
2004,2006,2006-05-07,14:00:00,Nürburg,Germany,57,5,nurburgring,European Grand Prix,Nürburgring,22,11,5
2004,2006,2006-05-14,14:00:00,Montmeló,Spain,58,6,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,4,4,1
2004,2006,2006-05-14,14:00:00,Montmeló,Spain,58,6,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,30,6,2
2004,2006,2006-05-14,14:00:00,Montmeló,Spain,58,6,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,21,4,3
2004,2006,2006-05-14,14:00:00,Montmeló,Spain,58,6,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,13,6,4
2004,2006,2006-05-14,14:00:00,Montmeló,Spain,58,6,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,8,1,5
2004,2006,2006-05-28,14:00:00,Monte-Carlo,Monaco,59,7,monaco,Monaco Grand Prix,Circuit de Monaco,4,4,1
2004,2006,2006-05-28,14:00:00,Monte-Carlo,Monaco,59,7,monaco,Monaco Grand Prix,Circuit de Monaco,31,1,2
